time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2019-03-29 14:15:06.524 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578653696,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,46866912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:16:06.526 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578657792,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,47200024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:17:06.527 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578653696,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,47399792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:18:06.529 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578653696,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,47727992, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:19:06.530 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578649600,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,47982504, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:20:06.532 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578649600,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,48182704, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:21:06.533 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578551296,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,48509544, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:22:06.534 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578547200,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,48710752, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:23:06.536 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578543104,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,48965744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:24:06.537 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578543104,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,49296184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:25:06.538 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578543104,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,49495928, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:26:06.540 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578539008,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,49764624, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:27:06.541 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578539008,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,50079208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:28:06.543 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578543104,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,50279744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:29:06.544 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578539008,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,50547192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:30:06.545 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578530816,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,50875896, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:31:06.549 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578526720,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , ,1,2,45807736, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:32:06.551 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578514432,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,46142888, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:33:06.553 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578301440,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,46450872, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:34:06.555 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578301440,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,46651696, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:35:06.557 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578301440,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,46913296, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:36:06.558 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578293248,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,47189152, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:37:06.560 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578272768,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,47495200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:38:06.562 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578272768,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,47695112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:39:06.563 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578260480,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,47976984, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:40:06.565 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578244096,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,48268928, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:41:06.566 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578235904,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,48481800, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:42:06.567 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578207232,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,48755456, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:43:06.569 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578207232,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,49031216, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:44:06.570 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578211328,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,49325224, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:45:06.572 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578211328,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,49534096, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:46:06.573 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578207232,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,49809968, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:47:06.574 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578199040,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,50093880, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:48:06.576 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578194944,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,50307000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:49:06.578 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578194944,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,50582808, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:50:06.579 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578194944,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,50843424, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:51:06.580 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578194944,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , ,1,1,46011576, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 14:52:06.581 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13578178560,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864285812,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,46220088, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
