time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2019-03-29 11:03:23.969 UTC, , , ,63, ,16, , , ,1178,9473766,6797824,896, ,13,3,816,7,0.01, , , , , , , ,13,13, , ,3,4,3,19, ,701,94, , , , , , , , , , , , , ,38656997319,45,7068529,38656987438,1, ,7,14,11945199,13565206528,57,32,57,32, , , , ,1,7,183,1,2, ,2,26,9,30,17, , , , ,10,123, , , , , , , , , , , ,11945199,1553857343192,,, , , , , , , , , ,2673867,38656997726,147,147,97,147, , ,110,1,1,6,1, ,3,2, ,112,1,1373776,37,601517,4, ,3, ,16250944,88,6129337,5,3, , , ,31,2199,118,643,46801440,1, , , , , , ,1011, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,102,561,5,104, , , , , , , , , 
2019-03-29 11:03:40.049 UTC, , , , , , , , , ,1178,9472870,6797824, , ,13, ,2, , , , , , , , , ,13,13, , , ,4,3,19, ,3, , , , , , , , , , , , , , ,38656997319,45,7068529,38656987438, , , , ,11945199,13565206528,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11945199,1553857343192,,, , , , , , , , , ,2673867,38656997726, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , ,1,67,2,17,45219088,2, , , , , , ,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , , 
2019-03-29 11:04:15.475 UTC, , , , , , , , , ,714,2699846,25264, , ,5, ,43,5,0.12, , , , , , , ,5,5, ,3, ,4,2,7, ,36,19, , , , , , , , , , , , , ,38656998746,46, ,38656997845, , , , ,11946321,13565190144,56,56,56,56, , , , , ,4,69, , , , , , , , , , , , , , , , , , , , , , , , , ,11946321,1553857454864,,, , , , , , , , , ,2673867,38656998875,51,51,51,51, , ,31, , ,5, , ,3,1, ,31, ,1043775,16,93,1, , , ,5199811,36, , , , , , ,4,293,46,117,15193472,1, , , , , , ,30, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 11:05:15.479 UTC, , , , , , , , , ,714,8228718,5553048,1088, ,12, ,170,7,0.04, , , , , , , ,12,12, , , ,4,3,18, ,67,52, , , , , , , , , , , , , ,38656998746,46, ,38656997845, , , , ,11946321,13565100032,56,56,56,56, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11946321,1553857454864,,, , , , , , , , , ,2673867,38656998875, , , , , , ,66, , ,2, , ,3, , ,66,2,1223189,20, , , ,2, ,4311977,50, , , , , , ,2,152,5,32,22863000, , , , , , , ,214, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,46,144, , , , , , , , , , , 
2019-03-29 12:14:20.872 UTC, , , , , , , , , ,250,2700110,25992, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,4, ,4,2,7, ,42,18, , , , , , , , , , , , , ,38656999503,47,92293304,38656998968,1,1,1,3,11946988,13585637376,56,56,56,56, , , , , ,4,70, , , , , , , , , , , , , , , , , , , , , , , , , ,11946988,1553861660107,,, , , , , , , , , ,2673867,38656999503,62,62,31,62, , ,30,1,1,5,1, ,3,2, ,30, ,1043797,15,667,1, , , ,5199770,36, , , , , , ,4,258,42,136,19210792, , , , , , , ,38, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:28:30.589 UTC, , , , , , , , , ,250,2718574,44456, , ,8,1,96,8,0.08, , , , , , , ,8,8, ,26,1,4,5,10, ,71,19, , , , , , , , , , , , , ,38660939733,48,96230710,38660936374,1,3,2,7,15887218,13586305024,-1,-1,-1,-1, , , , , ,5,101, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862509756,,, , , , , , , , , ,2673867,38660939733,55,55,27,55, , ,38,1,1,5,1, ,3,2, ,38, ,7780640,23,3491,1, ,3, ,43786678,63, , , , , , ,5,302,46,132,30020664,1, , , , , , ,67, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:29:30.594 UTC, , , , , , , , , ,250,8234222,5559016,1088, ,13, ,173,5,0.03, , , , , , , ,13,13, , , ,4,4,19, ,68,52, , , , , , , , , , , , , ,38660939733,48,96230710,38660936374, , , , ,15887218,13586276352,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862509756,,, , , , , , , , , ,2673867,38660939733, , , , , , ,62, , ,2, , ,3, , ,62,2,1221141,19, , , , , ,4300698,45, , , , , , ,7,281,1,2,23981904,1, , , , , , ,215, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,46,144, , , , , , , , , , , 
2019-03-29 12:30:50.873 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13586239488,42,42,42,42, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862650183,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,5,319,41,111,28134928,2, , , , , , ,33, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:31:50.877 UTC, , , ,2, , , , , ,250,8228430,5553144,1168, ,12,2,313,7,0.02, , , , , , , ,12,12, , ,2,4,3,18, ,105,52, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13583990784,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862650183,,, , , , , , , , , ,2673867,38660939733, , , , , , ,68, , ,2, , ,3, , ,68,2,1227285,22, , , ,2, ,4311977,50, , , , , , ,6,260,9,34,24562232,2, , , , , , ,391, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,86,281, , , , , , , , , , , 
2019-03-29 12:32:50.880 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13583953920,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862650183,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,24825112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:33:50.883 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13583900672,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862650183,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,25087416,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:34:48.714 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13583872000,42,42,42,42, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862888047,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,6,319,37,96,32229152,1, , , , , , ,33, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:36:23.282 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13583896576,42,42,42,42, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,4,240,39,104,32423088,1, , , , , , ,33, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:37:23.304 UTC, , , , , , , , , ,250,2740486,65472,896, ,8, ,19,3,0.16, , , , , , , ,8,8, , , ,4,2,12, ,19,14, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13586288640,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , ,20, , ,1, , ,3, , ,20,1,2121,2, , , , , ,39097,19, , , , , , , , ,2,5,34099576, , , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , 
2019-03-29 12:38:23.311 UTC, , , , , , , , , ,250,2740486,65472,896, ,8, , , , , , , , , , , ,8,8, , , ,4,2,12, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13586259968,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,1,3,29254632, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:39:23.316 UTC, , , , , , , , , ,250,2740486,65472,896, ,8, , , , , , , , , , , ,8,8, , , ,4,2,12, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13586259968,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,29526120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:40:23.319 UTC, , , , , , , , , ,250,2740486,65472,896, ,8, , , , , , , , , , , ,8,8, , , ,4,2,12, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13586255872,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,29848432, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:41:23.322 UTC, , , , , , , , , ,250,2740486,65472,896, ,8, , , , , , , , , , , ,8,8, , , ,4,2,12, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13586251776,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,30100480, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:42:23.324 UTC, , , , , , , , , ,250,2740486,65472,896, ,8, , , , , , , , , , , ,8,8, , , ,4,2,12, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13586251776,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,30368456, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:43:23.328 UTC, , , ,2, , , , , ,250,8228430,5553144,1168, ,12,2,294,4,0.01, , , , , , , ,12,12, , ,2,4,3,18, ,86,38, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13586194432,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , ,48, , ,1, , ,3, , ,48,2,1225164,20, , , ,2, ,4272880,31, , , , , , ,3,132,8,29,22862376, , , , , , , ,364, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,86,278, , , , , , , , , , , 
2019-03-29 12:44:23.331 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13585850368,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,23280528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:45:23.333 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13585854464,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,23538208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:46:23.335 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13585899520,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553862982767,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,23800200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:46:31.742 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13585874944,42,42,42,42, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863591061,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,3,303,45,164,32420160, , , , , , , ,33, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:46:56.309 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13585891328,42,42,42,42, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863615764,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,3,207,43,172,32516040,1, , , , , , ,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:47:44.595 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , , , ,-1,-1,-1,-1, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , , ,1553863664007,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,3,235,43,117,32382344,1, , , , , , ,33, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:48:38.375 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13585928192,42,42,42,42, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863717613,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,6,375,37,142,32146456,1, , , , , , ,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:49:28.785 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13585833984,42,42,42,42, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863767783,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,4,487,45,174,15976664, , , , , , , ,33, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:50:11.472 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13588291584,42,42,42,42, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863810670,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,2,249,42,145,32496216,1, , , , , , ,33, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:51:11.511 UTC, , , , , , , , , ,250,2740486,65472,896, ,8, ,19,3,0.16, , , , , , , ,8,8, , , ,4,2,12, ,19,14, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13584465920,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863810670,,, , , , , , , , , ,2673867,38660939733, , , , , , ,20, , ,1, , ,3, , ,20,1,2121,2, , , , , ,39097,19, , , , , , , , ,2,16,36633744,1, , , , , , ,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3, , , , , , , , , , , 
2019-03-29 12:52:11.514 UTC, , , , , , , , , ,250,2740486,65472,896, ,8, , , , , , , , , , , ,8,8, , , ,4,2,12, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13594042368,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863810670,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,36883464,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:53:11.517 UTC, , , , , , , , , ,250,2740486,65472,896, ,8, , , , , , , , , , , ,8,8, , , ,4,2,12, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13593931776,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863810670,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,37166552, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:54:11.520 UTC, , , ,2, , , , , ,250,8228430,5553144,1168, ,12,2,154,4,0.03, , , , , , , ,12,12, , ,2,4,3,18, ,80,38, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13593817088,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863810670,,, , , , , , , , , ,2673867,38660939733, , , , , , ,48, , ,1, , ,3, , ,48,2,1225014,18, , , ,2, ,4273030,33, , , , , , ,4,215,7,29,23339704, , , , , , , ,222, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,80,142, , , , , , , , , , , 
2019-03-29 12:55:11.523 UTC, , , , , , , , , ,250,8228430,5553144,1168, ,12, , , , , , , , , , , ,12,12, , , ,4,3,18, , , , , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13593436160,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553863810670,,, , , , , , , , , ,2673867,38660939733, , , , , , , , , , , , ,3, , , ,2, , , , , , , , , , , , , , , , , , , ,23660192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2019-03-29 12:56:16.646 UTC, , , , , , , , , ,250,2699478,25360, , ,5, ,51,5,0.10, , , , , , , ,5,5, ,3, ,4,2,7, ,45,20, , , , , , , , , , , , , ,38660939733,48, ,38660936374, , , , ,15887218,13593391104,42,42,42,42, , , , , ,6,118, , , , , , , , , , , , , , , , , , , , , , , , , ,15887218,1553864176102,,, , , , , , , , , ,2673867,38660939733, , , , , , ,32, , ,3, , ,3, , ,32, ,20991,16, , , , , ,18858898,39, , , , , , ,3,249,45,117,33874160,1, , , , , , ,33, , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
